,EmailMessageId,EmailConversationId,EmailMessagePermaKey,TenantPermaKey,AuthorPermaKey,UserProfilePermaKey,EmailParticipantsTypeId,TimeSinceLastEmail,IsReply,IsForward,Label
0,110442892,80327010,1,1,1,1,1,0,0,0,2
1,169454238,124675120,2,2,2,2,1,0,0,0,2
2,169454238,124675120,2,2,2,0,1,0,0,0,2
3,169454238,124675120,2,2,2,470,1,0,0,0,2
4,379845365,34789962,3,3,3,3,2,36246,1,0,4
5,392546907,54083620,4,4,4,4,3,31605,1,0,4
6,390386313,51299814,5,5,5,5,2,26498,1,0,3
7,398975572,82623215,6,6,6,6,3,25632,1,0,4
8,398975572,82623215,6,6,6,0,3,25632,1,0,4
9,396016911,85411536,7,7,7,7,2,24954,1,0,4
10,396016911,85411536,7,7,7,0,2,24954,1,0,4
11,396016911,85411536,7,7,7,0,2,24954,1,0,4
12,396016911,85411536,7,7,7,61,2,24954,1,0,4
13,396016911,85411536,7,7,7,61,2,24954,1,0,4
14,396016911,85411536,7,7,7,7,2,24954,1,0,4
15,389170370,85835188,8,8,8,8,2,24417,1,0,4
16,389170370,85835188,8,8,8,58,2,24417,1,0,4
17,378792007,85973915,9,9,9,9,1,23691,1,0,3
18,378792007,85973915,9,9,9,0,1,23691,1,0,3
19,383592461,88849675,10,10,10,10,2,25659,1,0,3
20,383592463,91742465,11,10,10,10,2,23020,1,0,3
21,379634759,94392411,12,11,11,11,2,22246,1,0,3
22,388279989,98885373,13,12,12,12,2,21826,1,0,4
23,380679682,104043889,14,13,13,13,3,20666,1,0,4
24,383926399,111064674,15,14,0,14,3,19723,1,0,3
25,383926399,111064674,15,14,0,0,3,19723,1,0,3
26,390862802,109641553,16,15,15,15,3,20129,1,0,3
27,390862802,109641553,16,15,15,59,3,20129,1,0,3
28,391676637,109269736,17,16,16,16,2,19503,1,0,4
29,391676637,109269736,17,16,16,0,2,19503,1,0,4
30,391676637,109269736,17,16,16,276,2,19503,1,0,4
31,396574257,118833409,18,17,0,17,3,19343,1,0,3
32,388716286,119942427,19,18,17,18,2,18648,1,0,3
33,385441866,122824090,20,19,0,19,3,17981,1,0,4
34,380348517,119399660,21,20,18,20,3,17480,1,0,3
35,380348517,119399660,21,20,18,55,3,17480,1,0,3
36,395676671,128093465,22,21,0,21,3,17864,1,0,4
37,380411701,129205466,23,22,19,22,2,16311,1,0,4
38,380411701,129205466,23,22,19,0,2,16311,1,0,4
39,380411701,129205466,23,22,19,0,2,16311,1,0,4
40,378780370,130967034,24,23,20,23,3,15982,1,0,3
41,378780370,130967034,24,23,20,53,3,15982,1,0,3
42,378780370,130967034,24,23,20,54,3,15982,1,0,3
43,399635800,138097078,25,24,21,24,2,16752,1,0,3
44,382137197,140366786,26,25,0,25,3,15386,1,0,3
45,382137197,140366786,26,25,0,0,3,15386,1,0,3
46,382137197,140366786,26,25,0,0,3,15386,1,0,3
47,382137197,140366786,26,25,0,0,3,15386,1,0,3
48,390379905,141369351,27,26,22,26,2,15807,1,0,3
49,393725821,147028937,28,27,23,27,1,15288,1,0,4
50,393725821,147028937,28,27,23,0,1,15288,1,0,4
51,393725821,147028937,28,27,23,0,1,15288,1,0,4
52,393725821,147028937,28,27,23,0,1,15288,1,0,4
53,393725821,147028937,28,27,23,0,1,15288,1,0,4
54,393725821,147028937,28,27,23,0,1,15288,1,0,4
55,393725821,147028937,28,27,23,0,1,15288,1,0,4
56,393725821,147028937,28,27,23,0,1,15288,1,0,4
57,393725821,147028937,28,27,23,0,1,15288,1,0,4
58,393725821,147028937,28,27,23,27,1,15288,1,0,4
59,393725821,147028937,28,27,23,0,1,15288,1,0,4
60,393725821,147028937,28,27,23,0,1,15288,1,0,4
61,393701813,114137864,29,28,24,28,2,15048,1,0,3
62,393701813,114137864,29,28,24,0,2,15048,1,0,3
63,393701813,114137864,29,28,24,0,2,15048,1,0,3
64,393701813,114137864,29,28,24,0,2,15048,1,0,3
65,390370583,149557975,30,29,25,29,2,14648,1,0,3
66,396181378,150754964,31,30,0,30,3,14930,1,0,4
67,380791509,125206038,32,31,26,31,1,9359,1,0,3
68,380791509,125206038,32,31,26,0,1,9359,1,0,3
69,380791509,125206038,32,31,26,0,1,9359,1,0,3
70,380791509,125206038,32,31,26,0,1,9359,1,0,3
71,380791509,125206038,32,31,26,236,1,9359,1,0,3
72,380791509,125206038,32,31,26,0,1,9359,1,0,3
73,378662194,140555408,33,32,0,32,2,8737,1,0,3
74,381506599,123789976,34,33,27,33,2,8709,1,0,3
75,383196936,125738128,35,34,28,34,3,8632,1,0,3
76,383196936,125738128,35,34,28,131,3,8632,1,0,3
77,383196936,125738128,35,34,28,0,3,8632,1,0,3
78,392487811,100065673,36,35,29,35,3,9163,1,0,4
79,377873996,142976506,37,36,30,36,2,7043,1,0,4
80,377873996,142976506,37,36,30,0,2,7043,1,0,4
81,377873996,142976506,37,36,30,0,2,7043,1,0,4
82,377873996,142976506,37,36,30,0,2,7043,1,0,4
83,377873996,142976506,37,36,30,0,2,7043,1,0,4
84,377873996,142976506,37,36,30,0,2,7043,1,0,4
85,377873996,142976506,37,36,30,0,2,7043,1,0,4
86,377873996,142976506,37,36,30,0,2,7043,1,0,4
87,377873996,142976506,37,36,30,0,2,7043,1,0,4
88,377873996,142976506,37,36,30,0,2,7043,1,0,4
89,377873996,142976506,37,36,30,0,2,7043,1,0,4
90,377873996,142976506,37,36,30,0,2,7043,1,0,4
91,377873996,142976506,37,36,30,0,2,7043,1,0,4
92,377873996,142976506,37,36,30,341,2,7043,1,0,4
93,377873996,142976506,37,36,30,341,2,7043,1,0,4
94,377873996,142976506,37,36,30,341,2,7043,1,0,4
95,377873996,142976506,37,36,30,36,2,7043,1,0,4
96,377873996,142976506,37,36,30,36,2,7043,1,0,4
97,398719964,136904404,38,31,31,37,2,8047,1,0,3
98,398719964,136904404,38,31,31,0,2,8047,1,0,3
99,394871691,134066128,39,37,0,38,2,7546,1,0,4
100,398762018,80530659,40,38,32,39,2,7477,1,0,3
101,399381746,144904404,41,39,33,40,2,7333,1,0,4
102,399381746,144904404,41,39,33,62,2,7333,1,0,4
103,395226038,129550617,42,40,34,41,3,7030,1,0,3
104,395226038,129550617,42,40,34,0,3,7030,1,0,3
105,380699471,72390828,43,41,35,42,2,2050,1,0,4
106,380699471,72390828,43,41,35,42,2,2050,1,0,4
107,380699471,72390828,43,41,35,57,2,2050,1,0,4
108,380699471,72390828,43,41,35,57,2,2050,1,0,4
109,380699471,72390828,43,41,35,689,2,2050,1,0,4
110,380699471,72390828,43,41,35,689,2,2050,1,0,4
111,380699471,72390828,43,41,35,0,2,2050,1,0,4
112,380699471,72390828,43,41,35,0,2,2050,1,0,4
113,380699471,72390828,43,41,35,0,2,2050,1,0,4
114,380699471,72390828,43,41,35,0,2,2050,1,0,4
115,389014747,126486613,44,42,0,43,3,2032,1,0,3
116,394257374,134133241,45,43,0,44,3,2184,1,0,4
117,394257374,134133241,45,43,0,44,3,2184,1,0,4
118,394257374,134133241,45,43,0,0,3,2184,1,0,4
119,394257374,134133241,45,43,0,0,3,2184,1,0,4
120,394257374,134133241,45,43,0,0,3,2184,1,0,4
121,394257374,134133241,45,43,0,0,3,2184,1,0,4
122,394257374,134133241,45,43,0,0,3,2184,1,0,4
123,394257374,134133241,45,43,0,0,3,2184,1,0,4
124,394257374,134133241,45,43,0,0,3,2184,1,0,4
125,394257374,134133241,45,43,0,0,3,2184,1,0,4
126,394257374,134133241,45,43,0,0,3,2184,1,0,4
127,394257374,134133241,45,43,0,0,3,2184,1,0,4
128,394257374,134133241,45,43,0,0,3,2184,1,0,4
129,394257374,134133241,45,43,0,0,3,2184,1,0,4
130,394257374,134133241,45,43,0,0,3,2184,1,0,4
131,394257374,134133241,45,43,0,0,3,2184,1,0,4
132,394257374,134133241,45,43,0,0,3,2184,1,0,4
133,394257374,134133241,45,43,0,0,3,2184,1,0,4
134,394257374,134133241,45,43,0,60,3,2184,1,0,4
135,394257374,134133241,45,43,0,60,3,2184,1,0,4
136,394257374,134133241,45,43,0,60,3,2184,1,0,4
137,394257374,134133241,45,43,0,60,3,2184,1,0,4
138,394257374,134133241,45,43,0,44,3,2184,1,0,4
139,394257374,134133241,45,43,0,44,3,2184,1,0,4
140,379890966,43152934,46,44,36,45,2,1149,1,0,4
141,379890966,43152934,46,44,36,45,2,1149,1,0,4
142,379890966,43152934,46,44,36,0,2,1149,1,0,4
143,379890966,43152934,46,44,36,0,2,1149,1,0,4
144,379890966,43152934,46,44,36,0,2,1149,1,0,4
145,379890966,43152934,46,44,36,0,2,1149,1,0,4
146,379890966,43152934,46,44,36,0,2,1149,1,0,4
147,379890966,43152934,46,44,36,0,2,1149,1,0,4
148,379890966,43152934,46,44,36,0,2,1149,1,0,4
149,379890966,43152934,46,44,36,0,2,1149,1,0,4
150,379890966,43152934,46,44,36,0,2,1149,1,0,4
151,379890966,43152934,46,44,36,0,2,1149,1,0,4
152,379890966,43152934,46,44,36,0,2,1149,1,0,4
153,379890966,43152934,46,44,36,0,2,1149,1,0,4
154,379890966,43152934,46,44,36,0,2,1149,1,0,4
155,379890966,43152934,46,44,36,0,2,1149,1,0,4
156,379890966,43152934,46,44,36,235,2,1149,1,0,4
157,379890966,43152934,46,44,36,235,2,1149,1,0,4
158,379890966,43152934,46,44,36,0,2,1149,1,0,4
159,379890966,43152934,46,44,36,0,2,1149,1,0,4
160,379890966,43152934,46,44,36,0,2,1149,1,0,4
161,379890966,43152934,46,44,36,0,2,1149,1,0,4
162,379890966,43152934,46,44,36,0,2,1149,1,0,4
163,379890966,43152934,46,44,36,0,2,1149,1,0,4
164,379890966,43152934,46,44,36,0,2,1149,1,0,4
165,379890966,43152934,46,44,36,0,2,1149,1,0,4
166,379890966,43152934,46,44,36,0,2,1149,1,0,4
167,379890966,43152934,46,44,36,0,2,1149,1,0,4
168,379890966,43152934,46,44,36,0,2,1149,1,0,4
169,379890966,43152934,46,44,36,0,2,1149,1,0,4
170,379890966,43152934,46,44,36,0,2,1149,1,0,4
171,379890966,43152934,46,44,36,0,2,1149,1,0,4
172,379890966,43152934,46,44,36,0,2,1149,1,0,4
173,379890966,43152934,46,44,36,0,2,1149,1,0,4
174,379890966,43152934,46,44,36,0,2,1149,1,0,4
175,379890966,43152934,46,44,36,0,2,1149,1,0,4
176,379890966,43152934,46,44,36,0,2,1149,1,0,4
177,379890966,43152934,46,44,36,0,2,1149,1,0,4
178,379890966,43152934,46,44,36,0,2,1149,1,0,4
179,379890966,43152934,46,44,36,0,2,1149,1,0,4
180,379890966,43152934,46,44,36,0,2,1149,1,0,4
181,379890966,43152934,46,44,36,0,2,1149,1,0,4
182,379890966,43152934,46,44,36,0,2,1149,1,0,4
183,379890966,43152934,46,44,36,0,2,1149,1,0,4
184,379890966,43152934,46,44,36,0,2,1149,1,0,4
185,379890966,43152934,46,44,36,0,2,1149,1,0,4
186,379890966,43152934,46,44,36,0,2,1149,1,0,4
187,379890966,43152934,46,44,36,0,2,1149,1,0,4
188,379890966,43152934,46,44,36,0,2,1149,1,0,4
189,379890966,43152934,46,44,36,0,2,1149,1,0,4
190,379890966,43152934,46,44,36,0,2,1149,1,0,4
191,379890966,43152934,46,44,36,0,2,1149,1,0,4
192,379890966,43152934,46,44,36,0,2,1149,1,0,4
193,379890966,43152934,46,44,36,0,2,1149,1,0,4
194,379890966,43152934,46,44,36,0,2,1149,1,0,4
195,379890966,43152934,46,44,36,0,2,1149,1,0,4
196,379890966,43152934,46,44,36,0,2,1149,1,0,4
197,379890966,43152934,46,44,36,0,2,1149,1,0,4
